#	Isochrone	Z = 0.00040		Age = 	6.310e+07 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	7.80	0.15000001	0.1500	-2.3035	3.5907	5.2264	10.529	13.922	12.907	11.548	10.655	9.824	8.900	8.279	8.028	-9.59274740
	7.80	0.20000000	0.2000	-2.0078	3.6158	5.1561	9.789	12.542	11.779	10.577	9.802	9.103	8.245	7.627	7.448	-6.50542581
	7.80	0.25000000	0.2500	-1.7956	3.6285	5.0916	9.259	11.724	11.056	9.938	9.227	8.567	7.764	7.163	7.011	-4.81334753
	7.80	0.30000001	0.3000	-1.6572	3.6372	5.0672	8.913	11.211	10.602	9.532	8.856	8.224	7.449	6.859	6.718	-3.76315853
	7.80	0.34999999	0.3500	-1.5357	3.6446	5.0422	8.609	10.765	10.207	9.178	8.532	7.923	7.174	6.592	6.461	-3.05614800
	7.80	0.40000001	0.4000	-1.4185	3.6513	5.0098	8.316	10.340	9.828	8.838	8.221	7.635	6.909	6.336	6.214	-2.55202682
	7.80	0.44999999	0.4500	-1.2812	3.6596	4.9569	7.973	9.856	9.402	8.447	7.857	7.295	6.592	6.035	5.920	-2.17685426
	7.80	0.50000000	0.5000	-1.1511	3.6693	4.9113	7.648	9.371	8.987	8.069	7.509	6.971	6.295	5.757	5.651	-1.88823797
	7.80	0.60000002	0.6000	-0.8455	3.7036	4.8220	6.884	8.063	7.933	7.151	6.680	6.218	5.641	5.179	5.096	-1.47625717
	7.80	0.69999999	0.7000	-0.5440	3.7445	4.7512	6.130	6.814	6.926	6.304	5.911	5.518	5.059	4.688	4.621	-1.19890256
	7.80	0.80000001	0.8000	-0.2678	3.7813	4.6800	5.439	5.848	6.071	5.576	5.247	4.907	4.535	4.230	4.190	-1.00113983
	7.80	0.89999998	0.9000	-0.0216	3.8123	4.6090	4.824	5.092	5.341	4.937	4.655	4.364	4.070	3.819	3.789	-0.85396262
	7.80	1.00000000	1.0000	0.1959	3.8420	4.5560	4.280	4.484	4.711	4.374	4.148	3.904	3.675	3.479	3.459	-0.74074074
	7.80	1.10000002	1.1000	0.3879	3.8738	4.5328	3.800	3.960	4.136	3.873	3.700	3.517	3.355	3.212	3.202	-0.65130752
	7.80	1.20000005	1.2000	0.5607	3.9114	4.5480	3.368	3.570	3.612	3.441	3.348	3.249	3.148	3.080	3.070	-0.57912395
	7.80	1.29999995	1.3000	0.7151	3.9460	4.5669	2.982	3.212	3.200	3.104	3.066	3.022	2.978	2.952	2.950	-0.51980772
	7.80	1.39999998	1.4000	0.8535	3.9769	4.5841	2.636	2.871	2.883	2.844	2.842	2.831	2.830	2.829	2.828	-0.47031994
	7.80	1.50000000	1.4999	0.9793	4.0046	4.5993	2.322	2.582	2.655	2.654	2.666	2.678	2.715	2.727	2.735	-0.42849231
	7.80	1.54041207	1.5403	1.0279	4.0151	4.6041	2.200	2.467	2.569	2.582	2.599	2.617	2.668	2.685	2.695	-0.41338660
	7.80	1.60000002	1.5999	1.0974	4.0303	4.6118	2.027	2.311	2.455	2.487	2.511	2.536	2.605	2.625	2.640	-0.39273920
	7.80	1.70000005	1.6999	1.2065	4.0538	4.6229	1.754	2.079	2.286	2.337	2.367	2.409	2.496	2.522	2.542	-0.36187632
	7.80	1.75000000	1.7499	1.2577	4.0645	4.6275	1.626	1.972	2.207	2.265	2.297	2.347	2.441	2.472	2.493	-0.34798848
	7.80	1.79999995	1.7999	1.3071	4.0748	4.6315	1.502	1.868	2.131	2.199	2.237	2.287	2.392	2.424	2.450	-0.33500274
	7.80	1.89999998	1.8999	1.4012	4.0938	4.6367	1.267	1.671	1.987	2.069	2.109	2.167	2.288	2.326	2.356	-0.31142170
	7.80	2.00000000	1.9998	1.4878	4.1105	4.6393	1.050	1.501	1.858	1.950	1.998	2.058	2.195	2.237	2.267	-0.29058670
	7.80	2.20000005	2.1998	1.6476	4.1398	4.6378	0.651	1.188	1.611	1.722	1.774	1.848	2.006	2.055	2.093	-0.25550276
	7.80	2.50000000	2.4997	1.8559	4.1752	4.6267	0.130	0.775	1.278	1.406	1.465	1.548	1.737	1.794	1.837	-0.21500434
	7.80	2.55141139	2.5511	1.8882	4.1803	4.6237	0.050	0.712	1.225	1.356	1.417	1.501	1.694	1.752	1.795	-0.20917634
	7.80	3.00000000	2.9994	2.1497	4.2204	4.5928	-0.604	0.203	0.793	0.947	1.018	1.114	1.335	1.402	1.453	-0.16809413
	7.80	3.19963050	3.1989	2.2517	4.2345	4.5754	-0.859	0.000	0.618	0.778	0.851	0.953	1.183	1.254	1.307	-0.15409249
	7.80	3.50000000	3.4990	2.3970	4.2535	4.5447	-1.223	-0.296	0.360	0.528	0.608	0.717	0.956	1.027	1.087	-0.13651311
