#	Isochrone	Z = 0.00400		Age = 	6.310e+07 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	7.80	0.15000001	0.1500	-2.4013	3.5580	5.1934	10.773	14.917	13.688	12.190	11.185	10.124	9.045	8.239	8.071	-9.59274740
	7.80	0.20000000	0.2000	-2.1002	3.5863	5.1305	10.021	13.661	12.478	11.085	10.182	9.319	8.406	7.625	7.474	-6.50542581
	7.80	0.25000000	0.2500	-1.9069	3.5989	5.0845	9.537	12.934	11.822	10.496	9.642	8.870	7.964	7.273	7.105	-4.81334753
	7.80	0.30000001	0.3000	-1.7539	3.6090	5.0511	9.155	12.358	11.303	10.032	9.218	8.495	7.615	6.949	6.791	-3.76315853
	7.80	0.34999999	0.3500	-1.6282	3.6169	5.0239	8.840	11.893	10.882	9.655	8.873	8.182	7.328	6.665	6.523	-3.05614800
	7.80	0.40000001	0.4000	-1.4842	3.6222	4.9590	8.480	11.433	10.450	9.254	8.494	7.825	6.988	6.323	6.193	-2.55202682
	7.80	0.44999999	0.4500	-1.3719	3.6291	4.9255	8.200	11.037	10.086	8.923	8.187	7.543	6.723	6.056	5.939	-2.17685426
	7.80	0.50000000	0.5000	-1.2427	3.6377	4.8765	7.877	10.561	9.654	8.537	7.833	7.215	6.418	5.758	5.652	-1.88823797
	7.80	0.60000002	0.6000	-0.9580	3.6618	4.7673	7.165	9.399	8.652	7.655	7.041	6.491	5.764	5.147	5.064	-1.47625717
	7.80	0.69999999	0.7000	-0.6601	3.7011	4.6938	6.420	7.932	7.534	6.692	6.203	5.740	5.148	4.650	4.585	-1.19890256
	7.80	0.80000001	0.8000	-0.3872	3.7426	4.6446	5.738	6.652	6.567	5.883	5.478	5.092	4.628	4.245	4.195	-1.00113983
	7.80	0.89999998	0.9000	-0.1457	3.7747	4.5828	5.134	5.717	5.792	5.228	4.883	4.547	4.168	3.859	3.811	-0.85396262
